Egendomstyp;Rubrik;Utropspris (kr);Startpris (kr);Utlämningsform;Försäljningsform;Försäljningsort;Försäljningsslut;Betalat belopp (kr);Vill ha frakt
Kökstillbehör & Porslin;Två knivar märkta Porsche 301 ;1 000,00;600,00;Kan skickas, [Wellåda 1B (320x225x95)];Intern Nätauktion;Skellefteå;2021-10-21;1000;Ja
Övrigt (Jakt & Fiske);Kastyxa Hultafors ;1 000,00;600,00;Ska hämtas;Intern Nätauktion;Skellefteå;2021-10-21;1600;Ja
Vintersport;POC hjälm med glasögon;800,00;600,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Skellefteå;2021-10-21;1500;Ja
Övrigt (Sport & Fritid);Stridsväst och camelback;1 200,00;600,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Skellefteå;2021-10-21;2600;Ja
Övrigt (Hobby & Samlarprylar);Ops-Core Fast hjälm;1 200,00;600,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Skellefteå;2021-10-21;3100;Ja
Övrigt (Hobby & Samlarprylar);Salutkanon och Prydnadskanon;2 000,00;1 000,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Skellefteå;2021-10-21;3400;Ja
Övrigt (Hobby & Samlarprylar);Tre hölster, bälte och redgun;1 800,00;900,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Skellefteå;2021-10-21;1500;Ja
Kläder & Skor;Paket gröna kamouflagekläder;3 000,00;1 500,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Skellefteå;2021-10-21;3600;Ja
Övrigt (Sport & Fritid);Klätterutrustning;4 000,00;2 000,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Skellefteå;2021-10-21;4000;Ja
Väskor;Två Northface väskor;1 000,00;600,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Skellefteå;2021-10-21;600;Ja
Övrigt (Hobby & Samlarprylar);Fem plastmagasin;800,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Skellefteå;2021-10-21;1100;Nej
Stereo & Surround;Högtalare Sonos One;1 000,00;600,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Skellefteå;2021-10-21;1900;Ja
Övrigt (Hobby & Samlarprylar);Paket souvenirer;1 000,00;600,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Skellefteå;2021-10-21;2700;Ja
Camping & Friluftsliv;Ryggsäck Lundhags 75 V8;1 000,00;600,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Skellefteå;2021-10-21;600;Ja
Övrigt (Jakt & Fiske);Friluftspaket;3 000,00;1 500,00;Ska hämtas;Intern Nätauktion;Skellefteå;2021-10-21;1900;Nej
Camping & Friluftsliv;5.11 Dufflebag;1 000,00;600,00;Ska hämtas;Intern Nätauktion;Skellefteå;2021-10-21;700;Nej
Snöskoter;Snöskoter Ski-Doo G-T Sport 600 Ace ;40 000,00;20 000,00;Ska hämtas;Intern Nätauktion;Skellefteå;2021-10-21;57500;Nej
Snöskoter;Snöskoter Ski-Doo G-T Sport 600 Ace;40 000,00;20 000,00;Ska hämtas;Intern Nätauktion;Skellefteå;2021-10-21;59500;Nej
Personbil;Audi A6 Allroad Quattro;240 000,00;120 000,00;Ska hämtas;Intern Nätauktion;Skellefteå;2021-10-21;255000;Nej
Personbil;Ford Ranger;65 000,00;32 000,00;Ska hämtas;Intern Nätauktion;Skellefteå;2021-10-21;137000;Nej
Verktyg;Elverk Honda E20i;5 000,00;2 500,00;Ska hämtas;Intern Nätauktion;Skellefteå;2021-10-21;5600;Nej
Personbil;Dodge Charger;175 000,00;88 000,00;Ska hämtas;Intern Nätauktion;Skellefteå;2021-10-21;171000;Nej
Utrustning (Hästar & Ridsport);Allroundsadel syntet     ;1 500,00;600,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Skellefteå;2021-10-21;600;Ja
Personbil;Ford Thunderbird ;150 000,00;75 000,00;Ska hämtas;Intern Nätauktion;Skellefteå;2021-10-21;76000;Nej
Personbil;Volvo PV 444 1957;20 000,00;10 000,00;Ska hämtas;Intern Nätauktion;Skellefteå;2021-10-21;22000;Nej
Personbil;Volkswagen Touran;50 000,00;35 000,00;Ska hämtas;Intern Nätauktion;Uddevalla;2021-10-25;53000;Nej
Övrigt;Snöslunga Husqvarna ST230P;12 000,00;6 000,00;Ska hämtas;Intern Nätauktion;Uddevalla;2021-10-25;10000;Nej
Personbilssläp;Släpkärra Brenderup FS1425 OB;10 000,00;5 000,00;Ska hämtas;Intern Nätauktion;Uddevalla;2021-10-25;13500;Nej
Lätt lastbil;Dodge Ram 1500;120 000,00;60 000,00;Ska hämtas;Intern Nätauktion;Uddevalla;2021-10-25;157000;Nej
Personbilssläp;Släpkärra Nordic EU 1000;10 000,00;5 000,00;Ska hämtas;Intern Nätauktion;Uddevalla;2021-10-25;8400;Nej
Personbil;Kia Rio;50 000,00;25 000,00;Ska hämtas;Intern Nätauktion;Uddevalla;2021-10-25;65000;Nej
Övrigt (Motorcyklar);Yamaha FZS600;15 000,00;8 000,00;Ska hämtas;Intern Nätauktion;Uddevalla;2021-10-25;15750;Nej
Personbil;Renault Megane;20 000,00;10 000,00;Ska hämtas;Intern Nätauktion;Uddevalla;2021-10-25;38000;Nej
Personbilssläp;Släpkärra Neptun;8 000,00;4 000,00;Ska hämtas;Intern Nätauktion;Uddevalla;2021-10-25;4500;Nej
Personbil;Volvo XC40 T4 Recharge;480 000,00;240 000,00;Ska hämtas;Intern Nätauktion;Uddevalla;2021-10-25;425000;Nej
Personbilssläp;Sävsjösläpet Gallerkärra;7 000,00;3 500,00;Ska hämtas;Intern Nätauktion;Uddevalla;2021-10-25;9400;Nej
Personbil;BMW X5 3,0I;40 000,00;20 000,00;Ska hämtas;Intern Nätauktion;Uddevalla;2021-10-25;42000;Nej
Personbil;BMW 530 D, kombi;81 000,00;40 500,00;Ska hämtas;Intern Nätauktion;Uddevalla;2021-10-25;51000;Nej
Lantbruksmaskiner;Harv;7 000,00;3 500,00;Ska hämtas;Intern Nätauktion;Uddevalla;2021-10-25;6600;Nej
Personbil;Suzuki SX4, halvkombi;80 000,00;67 000,00;Ska hämtas;Intern Nätauktion;Uddevalla;2021-10-25;67000;Nej
Övrigt;Jonsered CS 2240 S;1 000,00;600,00;Ska hämtas;Intern Nätauktion;Uddevalla;2021-10-25;1200;Nej
Verktyg;Makita kap och gersåg;1 000,00;600,00;Ska hämtas;Intern Nätauktion;Uddevalla;2021-10-25;2200;Nej
Verktyg;Skruvautomat (sladd);700,00;600,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Uddevalla;2021-10-25;700;Nej
Verktyg;Industridammsugare;1 000,00;600,00;Ska hämtas;Intern Nätauktion;Uddevalla;2021-10-25;1100;Nej
TV-spel;Nintendo 8 bit spel;2 200,00;1 100,00;Kan skickas, [Vadderad påse A (340x470)];Intern Nätauktion;Uddevalla;2021-10-25;6200;Ja
Symaskin & Textil;Symaskin;800,00;600,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Uddevalla;2021-10-25;850;Ja
TV-spel;Nintendo 8-bit spel ;2 000,00;1 000,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Uddevalla;2021-10-25;1800;Ja
Övrigt (Datorer & TV-spel);Nintendo tillbehör;1 000,00;600,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Uddevalla;2021-10-25;750;Ja
TV-spel;Nintendo 8-bit spel;1 500,00;750,00;Kan skickas, [Vadderad påse A (340x470)];Intern Nätauktion;Uddevalla;2021-10-25;2700;Ja
TV-spel;Nintendo 8-bit spel ;3 500,00;1 700,00;Kan skickas, [Vadderad påse A (340x470)];Intern Nätauktion;Uddevalla;2021-10-25;5600;Ja
TV-spel;Nintendo 8-bit spel;1 800,00;900,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Uddevalla;2021-10-25;1200;Ja
TV-spel;Nintendo 8-bit spel ;1 500,00;750,00;Kan skickas, [Vadderad påse A (340x470)];Intern Nätauktion;Uddevalla;2021-10-25;800;Ja
Kulgevär;Kulgevär Ruger;2 500,00;1 200,00;Ska hämtas;Intern Nätauktion;Uddevalla;2021-10-25;2900;Nej
Kulgevär;Kulgevär Ruger ;2 000,00;1 000,00;Ska hämtas;Intern Nätauktion;Uddevalla;2021-10-25;5200;Nej
Hagelgevär;Hagelgevär Barella ;1 500,00;750,00;Ska hämtas;Intern Nätauktion;Uddevalla;2021-10-25;750;Nej
Kulgevär;Kulgevär Remington;2 500,00;1 200,00;Ska hämtas;Intern Nätauktion;Uddevalla;2021-10-25;1200;Nej
Klockor;Armbandsur märkt Breitling 1884;10 000,00;5 000,00;Kan skickas, [Vadderad påse B (340x470)];Intern Nätauktion;Uddevalla;2021-10-25;6400;Ja
Klockor;Armbandsur märkt Omega;5 000,00;2 600,00;Kan skickas, [Vadderad påse A (340x470)];Intern Nätauktion;Uddevalla;2021-10-25;4600;Ja
Klockor;Armbandsur märkt Tag Heuer;10 000,00;5 000,00;Kan skickas, [Vadderad påse A (340x470)];Intern Nätauktion;Uddevalla;2021-10-25;5000;Ja
TV & Projektor;LED-TV Samsung ;1 000,00;600,00;Ska hämtas;Intern Nätauktion;Uddevalla;2021-10-25;4200;Nej
Verktyg;Tigersåg;700,00;600,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Uddevalla;2021-10-25;1100;Ja
Verktyg;Motorsåg Husqvarna 543 XP G;1 500,00;750,00;Ska hämtas;Intern Nätauktion;Uddevalla;2021-10-25;2400;Nej
Filmer & Musik;61 LP-skivor, 9 EP-skivor;1 200,00;600,00;Ska hämtas;Intern Nätauktion;Borås;2021-10-25;600;Nej
Övrigt (Bildelar & Biltillbehör);LED Light Bar Einparts;2 000,00;600,00;Ska hämtas;Intern Nätauktion;Borås;2021-10-25;600;Nej
Trädgårdsmaskiner;Gräsklippare Makita 500E;2 500,00;1 200,00;Ska hämtas;Intern Nätauktion;Borås;2021-10-25;1400;Nej
Övrigt (Bygg & Trädgård);Kap- och gersåg Bosch PCM 8S;2 000,00;1 000,00;Ska hämtas;Intern Nätauktion;Borås;2021-10-25;1200;Nej
Verktyg;Motorsåg, sticksåg, vinkelslip mm;1 200,00;600,00;Ska hämtas;Intern Nätauktion;Borås;2021-10-25;600;Nej
Filmer & Musik;LP- och EP-skivor ;1 200,00;600,00;Ska hämtas;Intern Nätauktion;Borås;2021-10-25;600;Nej
Övrigt (Bygg & Trädgård);Bordscirkelsåg och Våt-/torrdammsugare;1 200,00;600,00;Ska hämtas;Intern Nätauktion;Borås;2021-10-25;900;Nej
Utrustning (Hästar & Ridsport);4 Elstängselaggregat;2 000,00;1 000,00;Ska hämtas;Intern Nätauktion;Borås;2021-10-25;2600;Nej
Trädgårdsmaskiner;3 Grästrimmers;1 000,00;600,00;Ska hämtas;Intern Nätauktion;Borås;2021-10-25;600;Nej
Däck & Fälg;4 Dubbade vinterdäck på fälg;1 200,00;600,00;Ska hämtas;Intern Nätauktion;Borås;2021-10-25;1300;Nej
Filmer & Musik;74 LP-skivor ;1 200,00;600,00;Ska hämtas;Intern Nätauktion;Borås;2021-10-25;600;Nej
Verktyg;Elhandverktyg;1 200,00;600,00;Ska hämtas;Intern Nätauktion;Borås;2021-10-25;600;Nej
Filmer & Musik;72 LP-skivor ;1 200,00;600,00;Ska hämtas;Intern Nätauktion;Borås;2021-10-25;1000;Nej
Trädgårdsmaskiner;2 Högtryckstvättar och 1 dränkbar pump;2 500,00;1 200,00;Ska hämtas;Intern Nätauktion;Borås;2021-10-25;3500;Nej
Övrigt (Bildelar & Biltillbehör);LED Light Bar Cree combo;1 000,00;600,00;Ska hämtas;Intern Nätauktion;Borås;2021-10-25;600;Nej
Kläder & Skor;Väst märkt Canada goose;2 000,00;1 000,00;Kan skickas, [Wellåda 2B (320x225x250)];Intern Nätauktion;Borås;2021-10-25;1100;Ja
Personbil;Mitsubishi Carisma;15 000,00;7 000,00;Ska hämtas;Intern Nätauktion;Borås;2021-10-25;7000;Nej
Personbil;Volvo V70;30 000,00;15 000,00;Ska hämtas;Intern Nätauktion;Borås;2021-10-25;50000;Nej
Motorcykel Custom;MC Harley Davidson 1200;15 000,00;7 400,00;Ska hämtas;Intern Nätauktion;Borås;2021-10-25;23500;Nej
Fiske;Fiskeutrustning;600,00;600,00;Ska hämtas;Intern Nätauktion;Södertälje;2021-10-26;1700;Nej
Kökstillbehör & Porslin;Tre knivset;850,00;600,00;Kan skickas, [Wellåda 3B (500x300x350)];Intern Nätauktion;Södertälje;2021-10-26;850;Ja
Tillbehör (Cyklar);Monteringsställ för Cykel ;1 500,00;750,00;Kan skickas, [Wellåda 3B (500x300x350)];Intern Nätauktion;Södertälje;2021-10-26;1100;Ja
Kläder & Skor;Skor märkta med Nike Air Sneaker ;1 200,00;600,00;Kan skickas, [Wellåda 2B (320x225x250)];Intern Nätauktion;Södertälje;2021-10-26;650;Ja
Verktyg;Forcekraft Blocknycklar;1 500,00;750,00;Kan skickas, [Wellåda 3B (500x300x350)];Intern Nätauktion;Södertälje;2021-10-26;1100;Ja
Smycken;Halskedja i vit metall;800,00;600,00;Kan skickas, [Wellåda 1B (320x225x95)];Intern Nätauktion;Södertälje;2021-10-26;600;Ja
Verktyg;Lasermätare;1 000,00;600,00;Kan skickas, [Wellåda 1B (320x225x95)];Intern Nätauktion;Södertälje;2021-10-26;900;Ja
Verktyg;Hörselskydd;1 000,00;600,00;Kan skickas, [Wellåda 2B (320x225x250)];Intern Nätauktion;Södertälje;2021-10-26;1500;Ja
Verktyg;Dyckertpistol/gaspistol ;2 000,00;1 000,00;Kan skickas, [Wellåda 3B (500x300x350)];Intern Nätauktion;Södertälje;2021-10-26;2800;Ja
Hemtextil & Prydnad;Dekorationskuddar;600,00;600,00;Kan skickas, [Wellåda 3B (500x300x350)];Intern Nätauktion;Södertälje;2021-10-26;600;Ja
Belysning;4 LED lampor från Kyung IL;600,00;600,00;Kan skickas, [Wellåda 3B (500x300x350)];Intern Nätauktion;Södertälje;2021-10-26;600;Ja
Övrigt (Möbler & Heminredning);Diverse inredningsdetaljer;800,00;600,00;Kan skickas, [Wellåda 3B (500x300x350)];Intern Nätauktion;Södertälje;2021-10-26;900;Ja
Hemtextil & Prydnad;Diverse ljuslyktor och vaser;600,00;600,00;Kan skickas, [Wellåda 3B (500x300x350)];Intern Nätauktion;Södertälje;2021-10-26;800;Ja
Kökstillbehör & Porslin;Tre knivset;850,00;600,00;Kan skickas, [Wellåda 3B (500x300x350)];Intern Nätauktion;Södertälje;2021-10-26;850;Ja
Kökstillbehör & Porslin;Tre knivset;850,00;600,00;Kan skickas, [Wellåda 3B (500x300x350)];Intern Nätauktion;Södertälje;2021-10-26;800;Ja
Kökstillbehör & Porslin;Tre knivset;850,00;600,00;Kan skickas, [Wellåda 2B (320x225x250)];Intern Nätauktion;Södertälje;2021-10-26;800;Ja
Övrigt;Skyddsväst Swedish body Armour combo;1 200,00;600,00;Kan skickas, [Wellåda 2B (320x225x250)];Intern Nätauktion;Södertälje;2021-10-26;1600;Ja
Verktyg;Pallyft - CBY 23;2 000,00;600,00;Ska hämtas;Intern Nätauktion;Södertälje;2021-10-26;900;Nej
Övrigt;Gamingstol;1 200,00;600,00;Ska hämtas;Intern Nätauktion;Södertälje;2021-10-26;1000;Nej
Övrigt;Electrolux Oxygen Air Cleaner;1 000,00;600,00;Ska hämtas;Intern Nätauktion;Södertälje;2021-10-26;800;Nej
Övrigt;Electrolux Oxygen Air Cleaner ;1 000,00;600,00;Ska hämtas;Intern Nätauktion;Södertälje;2021-10-26;850;Nej
Bord & Stolar;Två glasbord ;5 000,00;2 500,00;Ska hämtas;Intern Nätauktion;Södertälje;2021-10-26;4200;Nej
Övrigt (Möbler & Heminredning);Värdeskåp svart;1 000,00;600,00;Ska hämtas;Intern Nätauktion;Södertälje;2021-10-26;4600;Nej
Övrigt (Möbler & Heminredning);Värdeskåp med kodlås;1 000,00;600,00;Ska hämtas;Intern Nätauktion;Södertälje;2021-10-26;3300;Nej
Verktyg;Feestol verktyg;8 000,00;4 000,00;Ska hämtas;Intern Nätauktion;Södertälje;2021-10-26;7200;Nej
Övrigt (Bygg & Trädgård);Byggnadsställning;2 500,00;1 200,00;Ska hämtas;Intern Nätauktion;Södertälje;2021-10-26;3700;Nej
Verktyg;Grovdammsugare;2 000,00;1 000,00;Ska hämtas;Intern Nätauktion;Södertälje;2021-10-26;1700;Nej
Verktyg;Cirkelsåg C6BU2;600,00;600,00;Kan skickas, [Wellåda 2B (320x225x250)];Intern Nätauktion;Södertälje;2021-10-26;850;Nej
Övrigt (Ljud & Bild);Väggfästen för TV;600,00;600,00;Ska hämtas;Intern Nätauktion;Södertälje;2021-10-26;600;Nej
Antikt & Konst;3 tavlor;600,00;600,00;Ska hämtas;Intern Nätauktion;Södertälje;2021-10-26;600;Nej
Övrigt;Solglasögon märkta Rayban;600,00;600,00;Kan skickas, [Wellåda 1B (320x225x95)];Intern Nätauktion;Södertälje;2021-10-26;600;Nej
Övrigt (Hobby & Samlarprylar);Svärd Lord of the ring;3 600,00;1 800,00;Ska hämtas;Intern Nätauktion;Södertälje;2021-10-26;4200;Nej
Övrigt;Drönare Phantom 4 PRO +V2.0;8 000,00;4 000,00;Kan skickas, [Wellåda 4B (560x330x406)];Intern Nätauktion;Södertälje;2021-10-26;10250;Ja
Verktyg;DeWalt verktyg;6 000,00;3 000,00;Ska hämtas;Intern Nätauktion;Södertälje;2021-10-26;10750;Nej
Övrigt (Motorcyklar);Veteranmotorcykel Husqvarna 1953;25 000,00;12 000,00;Ska hämtas;Intern Nätauktion;Södertälje;2021-10-26;18000;Nej
Motorbåt;Sea star 700 S DJL35 Motor Mercury Optimax 150;250 000,00;125 000,00;Ska hämtas;Intern Nätauktion;Södertälje;2021-10-26;196000;Nej
Gitarr/Bas/Förstärkare;Elgitarr märkt Yamaha Pacifica;2 500,00;1 200,00;Ska hämtas;Intern Nätauktion;Haparanda;2021-10-26;1200;Nej
Kökstillbehör & Porslin;Glas Iitala Ultima Thule/Kekkerit ;1 500,00;700,00;Ska hämtas;Intern Nätauktion;Haparanda;2021-10-26;850;Nej
Kökstillbehör & Porslin;Vas och skål;1 200,00;600,00;Ska hämtas;Intern Nätauktion;Haparanda;2021-10-26;600;Nej
Snöskoter;Snöskoter ARCTIC CAT M 8000 ;65 000,00;32 500,00;Ska hämtas;Intern Nätauktion;Haparanda;2021-10-26;58000;Nej
Kökstillbehör & Porslin;Muminporslin m.m;12 000,00;6 000,00;Ska hämtas;Intern Nätauktion;Haparanda;2021-10-26;7800;Nej
Foto & Videokameror;Digital systemkamera Canon EOS-1D X;22 000,00;11 000,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Haparanda;2021-10-26;15500;Nej
Foto & Videokameror;Ryggsäck för kamerautrustning Lowepro;1 400,00;700,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Haparanda;2021-10-26;1600;Nej
Gitarr/Bas/Förstärkare;Elgitarr märkt Vantage VP795;5 000,00;2 500,00;Ska hämtas;Intern Nätauktion;Haparanda;2021-10-26;3300;Nej
Kökstillbehör & Porslin;4 Ljusstakar Iitala;1 200,00;600,00;Ska hämtas;Intern Nätauktion;Haparanda;2021-10-26;850;Nej
Övrigt (Ljud & Bild);Kamerastativ Manfrotto 055XPR0B;3 500,00;1 700,00;Kan skickas, [Wellåda 4B (560x330x406)];Intern Nätauktion;Haparanda;2021-10-26;2400;Ja
Övrigt (Ljud & Bild);Extender Canon ;2 500,00;1 200,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Haparanda;2021-10-26;3000;Ja
Övrigt (Ljud & Bild); Objektiv Samyang;2 000,00;1 000,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Haparanda;2021-10-26;1000;Ja
Övrigt (Ljud & Bild);Objektiv Canon ;11 000,00;5 000,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Haparanda;2021-10-26;7600;Ja
Verktyg;Makita + diverse verktyg;1 500,00;700,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Haparanda;2021-10-26;1900;Ja
Verktyg;Hylsnyckelsats Kamasa Tools ;3 200,00;1 600,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Haparanda;2021-10-26;1900;Ja
Verktyg;DeWalt vertyg ;6 600,00;3 300,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Haparanda;2021-10-26;6000;Ja
Övrigt (Husgeråd & Vitvaror);Kopparföremål;1 000,00;600,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Haparanda;2021-10-26;800;Ja
Verktyg;Skruvdragare Milwaukee M18 CLDD;1 200,00;600,00;Kan skickas, [Wellåda 2B (320x225x250)];Intern Nätauktion;Haparanda;2021-10-26;1100;Ja
Datortillbehör;Skrivare Epson XP-4100;750,00;600,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Haparanda;2021-10-26;700;Ja
Hagelgevär;Hagelgevär Beretta A300 Outlander;7 000,00;3 500,00;Ska hämtas;Intern Nätauktion;Haparanda;2021-10-26;7400;Nej
Gitarr/Bas/Förstärkare;Elgitarr märkt Eagle ;1 500,00;750,00;Ska hämtas;Intern Nätauktion;Haparanda;2021-10-26;750;Nej
Personbil;VOLVO V50 ;40 000,00;20 000,00;Ska hämtas;Intern Nätauktion;Haparanda;2021-10-26;24500;Nej
Smycken;Guldörhängen och guldarmband;2 100,00;1 400,00;Kan skickas, [Vadderad påse A (340x470)];Intern Nätauktion;Kristianstad;2021-10-27;2600;Nej
Trädgårdsmaskiner;Motorsåg Husqvarna;4 000,00;2 000,00;Ska hämtas;Intern Nätauktion;Kristianstad;2021-10-27;3600;Nej
Smycken;Guldarmband;3 400,00;2 300,00;Kan skickas, [Vadderad påse A (340x470)];Intern Nätauktion;Kristianstad;2021-10-27;4500;Nej
Verktyg;Slipmaskin Festool;2 000,00;1 000,00;Ska hämtas;Intern Nätauktion;Kristianstad;2021-10-27;1900;Nej
Verktyg;Slipmaskin Festool ;2 500,00;1 200,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Kristianstad;2021-10-27;3000;Nej
Trädgårdsmaskiner;Röjsåg Garden;600,00;600,00;Ska hämtas;Intern Nätauktion;Kristianstad;2021-10-27;600;Nej
Kläder & Skor;Kängor märkta Timberland;700,00;600,00;Kan skickas, [Vadderad påse A (340x470)];Intern Nätauktion;Kristianstad;2021-10-27;600;Nej
Filmer & Musik;18 LP-skivor ;1 000,00;600,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Kristianstad;2021-10-27;2100;Ja
Övrigt (Ljud & Bild);Apple TV 4K ;1 200,00;600,00;Kan skickas, [Vadderad påse A (340x470)];Intern Nätauktion;Kristianstad;2021-10-27;950;Ja
Övrigt;2 Bibila heliga skrift ;1 000,00;600,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Kristianstad;2021-10-27;2600;Ja
Kläder & Skor;Jacka märkt Parajumpers;2 500,00;1 200,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Kristianstad;2021-10-27;2200;Ja
Kläder & Skor;Jacka märkt Hollies;800,00;600,00;Kan skickas, [Vadderad påse A (340x470)];Intern Nätauktion;Kristianstad;2021-10-27;800;Ja
Kläder & Skor;Jacka märkt Moncler;800,00;600,00;Kan skickas, [Vadderad påse A (340x470)];Intern Nätauktion;Kristianstad;2021-10-27;1600;Ja
Kläder & Skor;Väst märkt Moncler;600,00;600,00;Kan skickas, [Vadderad påse A (340x470)];Intern Nätauktion;Kristianstad;2021-10-27;1500;Ja
Personbilssläp;Husvagn Smålandsvagnen 540 ;16 000,00;8 000,00;Ska hämtas;Intern Nätauktion;Kristianstad;2021-10-27;9600;Nej
Motorbåt;Båt Havsrockan med trailer Tiki;45 000,00;23 000,00;Ska hämtas;Intern Nätauktion;Kristianstad;2021-10-27;25500;Nej
Verktyg;Kompressor och motorsåg;1 500,00;700,00;Ska hämtas;Intern Nätauktion;Kristianstad;2021-10-27;1600;Nej
Personbil;Jaguar S-TYPE;25 000,00;9 000,00;Ska hämtas;Intern Nätauktion;Kristianstad;2021-10-27;9400;Nej
Personbil;BMW 320D Xdrive;160 000,00;147 000,00;Ska hämtas;Intern Nätauktion;Kristianstad;2021-10-27;151000;Nej
Trädgård & Uteplats;Terrakottakrukor;2 500,00;1 200,00;Ska hämtas;Intern Nätauktion;Kristianstad;2021-10-27;1300;Nej
Trädgård & Uteplats;Terrakottakrukor ;1 200,00;600,00;Ska hämtas;Intern Nätauktion;Kristianstad;2021-10-27;750;Nej
Trädgård & Uteplats;Terrakottakrukor;1 500,00;700,00;Ska hämtas;Intern Nätauktion;Kristianstad;2021-10-27;1000;Nej
Trädgård & Uteplats;Terrakottaurnor ;1 500,00;700,00;Ska hämtas;Intern Nätauktion;Kristianstad;2021-10-27;700;Nej
Trädgård & Uteplats;Krukor;1 000,00;600,00;Ska hämtas;Intern Nätauktion;Kristianstad;2021-10-27;650;Nej
Övrigt (Bygg & Trädgård);Sekatörer Nelson;1 000,00;600,00;Kan skickas, [Vadderad påse A (340x470)];Intern Nätauktion;Kristianstad;2021-10-27;1700;Nej
Övrigt;Pallgaffel;600,00;600,00;Ska hämtas;Intern Nätauktion;Kristianstad;2021-10-27;1100;Nej
Övrigt;Kranskopa;2 000,00;1 000,00;Ska hämtas;Intern Nätauktion;Kristianstad;2021-10-27;7400;Nej
Verktyg;Kompressor och vattenpump  ;1 000,00;600,00;Ska hämtas;Intern Nätauktion;Kristianstad;2021-10-27;2000;Nej
Verktyg;Handtruckar Logitrans ;1 800,00;900,00;Ska hämtas;Intern Nätauktion;Kristianstad;2021-10-27;1800;Nej
Trädgårdsmaskiner;Röjsåg Jonsered;1 200,00;600,00;Ska hämtas;Intern Nätauktion;Kristianstad;2021-10-27;1600;Nej
Verktyg;Motorsåg och trimmer Stihl ;1 500,00;700,00;Ska hämtas;Intern Nätauktion;Kristianstad;2021-10-27;1400;Nej
Övrigt (Bygg & Trädgård);Parti gräsmattegödsel Go Green;1 000,00;600,00;Ska hämtas;Intern Nätauktion;Kristianstad;2021-10-27;3000;Nej
Övrigt (Bygg & Trädgård);Fiberduk och barkduk Nelson ;3 000,00;1 500,00;Ska hämtas;Intern Nätauktion;Kristianstad;2021-10-27;1900;Nej
Övrigt (Bygg & Trädgård);Parti gödning Go Green;3 000,00;1 500,00;Ska hämtas;Intern Nätauktion;Kristianstad;2021-10-27;1600;Nej
